c_of_o_id,plot_number,block_number,area_name,state,owner_name,date_registered,status
C-OF-O-9CF91A0B,45,2,Ikoyi,Lagos,Joshua Adeyemi,2012-10-07,Under Dispute
C-OF-O-DAC9ADBF,13,24,Amawbia,Anambra,Joseph Okafor,2010-12-25,Verified
C-OF-O-4F367E87,133,45,Amawbia,Anambra,Paul Okonkwo,2019-12-22,Verified
C-OF-O-487F2D2A,173,22,Ikeja GRA,Lagos,Angela Olawale,2023-09-09,Verified
C-OF-O-BACAFA26,13,22,Victoria Island,Lagos,Joseph Abiola,2021-03-12,Verified
C-OF-O-EA2B1E4B,97,34,Ikeja GRA,Lagos,Emmanuel Oshodi,2021-11-30,Verified
C-OF-O-8A0F65E7,57,3,Ikeja GRA,Lagos,Gloria Abiola,2018-07-06,Verified
C-OF-O-B0C86057,158,3,Trans-Ekulu,Enugu,Michael Adeyemi,2015-10-07,Verified
C-OF-O-38467151,172,33,New Haven,Enugu,Sarah Akinwale,2019-12-01,Verified
C-OF-O-1970E8AE,151,30,GRA,Enugu,John Obi,2021-10-19,Verified
C-OF-O-D1AF9086,18,32,Ikoyi,Lagos,Philip Abiola,2021-07-29,Verified
C-OF-O-3401E473,6,42,Ikeja GRA,Lagos,Joy Adetokunbo,2020-08-12,Verified
C-OF-O-F4E1043B,1,1,GRA,Enugu,Michael Obasanjo,2013-04-06,Verified
C-OF-O-9CE0C6CA,178,2,Victoria Island,Lagos,Peace Obi,2017-11-29,Verified
C-OF-O-5E59B7BF,178,14,Onitsha GRA,Anambra,Peace Oshodi,2022-01-20,Verified
C-OF-O-DAD50092,100,28,Victoria Island,Lagos,Joseph Akinwale,2024-02-24,Verified
C-OF-O-0346C210,49,33,Surulere,Lagos,Agnes Okafor,2014-09-20,Verified
C-OF-O-19ED66DD,114,30,Onitsha GRA,Anambra,Joshua Adetokunbo,2022-12-13,Verified
C-OF-O-02A8C082,98,23,Victoria Island,Lagos,Grace Balogun,2020-04-17,Verified
C-OF-O-94804E5B,84,19,GRA,Enugu,Joshua Ekwueme,2023-08-22,Verified
C-OF-O-D1953CF1,21,49,Surulere,Lagos,Emmanuel Akinwale,2011-12-23,Verified
C-OF-O-880761AA,111,44,Trans-Ekulu,Enugu,Gloria Nnamani,2018-12-09,Verified
C-OF-O-E400CBF1,189,21,Nnewi,Anambra,Andrew Oshodi,2017-01-14,Verified
C-OF-O-72EBA8F2,138,26,Onitsha GRA,Anambra,Joseph Oyekan,2013-10-20,Verified
C-OF-O-8D37B5C9,67,43,Onitsha GRA,Anambra,Emmanuel Obasanjo,2012-01-29,Revoked
C-OF-O-0BC4AD7E,37,45,Amawbia,Anambra,Grace Abiola,2017-11-24,Verified
C-OF-O-2C845FEE,85,12,Amawbia,Anambra,Patience Ibrahim,2017-05-23,Verified
C-OF-O-D5A35168,118,39,New Haven,Enugu,Cornelius Obasanjo,2012-12-04,Verified
C-OF-O-0AF4CC47,163,35,Ikeja GRA,Lagos,Patience Ojo,2023-01-09,Verified
C-OF-O-D3CA81E3,108,11,Nnewi,Anambra,Ruth Chukwu,2013-08-12,Verified
C-OF-O-ECF0EB3B,167,10,Surulere,Lagos,Stephen Okonkwo,2022-09-26,Verified
C-OF-O-4851D340,100,43,Enugu-Ukwu,Anambra,Peter Abiola,2022-01-05,Verified
C-OF-O-7861A614,64,46,Ikoyi,Lagos,Stephen Ekwueme,2014-02-08,Verified
C-OF-O-4DCE614A,151,3,Trans-Ekulu,Enugu,Juliet Okonkwo,2023-09-06,Verified
C-OF-O-1BA146AA,117,29,Victoria Island,Lagos,Simon Ogunleye,2023-01-02,Verified
C-OF-O-38B9F652,65,23,Trans-Ekulu,Enugu,Cornelius Ibrahim,2021-11-09,Verified
C-OF-O-654817A5,12,38,New Haven,Enugu,John Nnamani,2016-09-11,Verified
C-OF-O-1E983155,97,5,Onitsha GRA,Anambra,Mark Akinwale,2012-05-11,Verified
C-OF-O-AA404682,107,39,Victoria Island,Lagos,David Oyekan,2022-02-12,Verified
C-OF-O-F7ED7687,55,8,Nnewi,Anambra,James Akinwale,2013-05-28,Verified
C-OF-O-EFAF934D,176,34,Nnewi,Anambra,Gabriel Okonkwo,2019-04-21,Verified
C-OF-O-9730654A,190,41,Victoria Island,Lagos,Simon Nnamani,2015-12-06,Verified
C-OF-O-A17C6D73,33,15,Nnewi,Anambra,Philip Ojo,2022-07-15,Verified
C-OF-O-1B647FFD,132,31,Trans-Ekulu,Enugu,Charity Okonkwo,2020-04-03,Verified
C-OF-O-9807E760,171,25,Victoria Island,Lagos,Ruth Chukwu,2022-01-01,Verified
C-OF-O-CA129B48,138,32,New Haven,Enugu,Peace Oshodi,2024-07-03,Verified
C-OF-O-773FCA39,10,28,Enugu-Ukwu,Anambra,Hope Adetokunbo,2022-11-05,Verified
C-OF-O-51593099,95,21,Onitsha GRA,Anambra,Sarah Obi,2011-06-27,Verified
C-OF-O-9ACDF421,166,33,Trans-Ekulu,Enugu,Grace Adetokunbo,2018-08-11,Verified
C-OF-O-6A11A751,157,7,Trans-Ekulu,Enugu,Nathaniel Obi,2017-03-14,Verified
C-OF-O-BBB229EE,57,8,Victoria Island,Lagos,Joy Eze,2017-06-10,Verified
C-OF-O-0D30EC3A,53,1,Nnewi,Anambra,Grace Uche,2015-11-02,Verified
C-OF-O-F01E63AE,88,28,Trans-Ekulu,Enugu,Michael Okafor,2020-12-18,Verified
C-OF-O-0C42AFF3,147,22,GRA,Enugu,Juliet Ogunleye,2013-06-20,Verified
C-OF-O-E7161FD3,77,33,Nnewi,Anambra,Paul Ibrahim,2017-10-10,Verified
C-OF-O-6475AAE1,149,20,Amawbia,Anambra,Patience Okonkwo,2014-01-24,Verified
C-OF-O-BA3EB6D5,83,48,Surulere,Lagos,Hope Ibrahim,2012-05-06,Verified
C-OF-O-76013B86,75,40,Uwani,Enugu,Charity Obi,2019-12-27,Verified
C-OF-O-9AB0AE85,165,37,Onitsha GRA,Anambra,Gabriel Eze,2015-09-08,Verified
C-OF-O-50B6DBD1,26,42,Ikoyi,Lagos,Juliet Abiola,2019-10-11,Verified
C-OF-O-EAF582D6,168,8,Onitsha GRA,Anambra,Victoria Ekwueme,2015-09-14,Verified
C-OF-O-DA5CCF5F,44,11,Amawbia,Anambra,John Ekwueme,2013-07-17,Verified
C-OF-O-31C837D3,13,10,Surulere,Lagos,Andrew Eze,2024-03-04,Verified
C-OF-O-6197F8CC,144,31,GRA,Enugu,James Akinwale,2015-05-15,Verified
C-OF-O-FED17A9D,171,45,Nnewi,Anambra,Victoria Ogunleye,2016-03-18,Verified
C-OF-O-5193289E,85,23,Uwani,Enugu,Stephen Ibrahim,2013-05-24,Verified
C-OF-O-4BAE3233,99,25,New Haven,Enugu,Blessing Akinwale,2019-11-12,Verified
C-OF-O-4A7BCC90,90,37,Ikeja GRA,Lagos,Charity Obasanjo,2013-02-28,Verified
C-OF-O-65A425B1,53,46,Uwani,Enugu,Peter Okafor,2019-07-13,Verified
C-OF-O-3E2EE0F3,109,33,Victoria Island,Lagos,Joshua Obi,2012-01-14,Verified
C-OF-O-36AE96B5,173,40,Uwani,Enugu,Stephen Ekwueme,2024-09-23,Verified
C-OF-O-3113A7D7,36,41,Surulere,Lagos,Blessing Olawale,2012-03-27,Verified
C-OF-O-DCC4A285,73,3,Trans-Ekulu,Enugu,Cornelius Obi,2012-03-20,Verified
C-OF-O-DF245E4A,168,12,Nnewi,Anambra,Angela Okonkwo,2022-10-22,Verified
C-OF-O-70CAC034,183,13,Ikoyi,Lagos,Grace Akinwale,2015-05-13,Verified
C-OF-O-629FDB65,83,48,Trans-Ekulu,Enugu,Andrew Oyekan,2012-04-10,Verified
C-OF-O-BC184852,40,2,Uwani,Enugu,Nathaniel Abiola,2010-12-28,Verified
C-OF-O-D0EE563D,96,21,Trans-Ekulu,Enugu,Elizabeth Nnamani,2022-05-17,Verified
C-OF-O-C89001ED,124,23,Nnewi,Anambra,Faith Okonkwo,2011-04-14,Verified
C-OF-O-ED630B22,171,40,Trans-Ekulu,Enugu,Paul Akinwale,2017-01-26,Verified
C-OF-O-61F04D8D,74,30,Surulere,Lagos,David Eze,2018-07-26,Verified
C-OF-O-164078C6,187,13,Trans-Ekulu,Enugu,Joseph Abiola,2014-01-15,Verified
C-OF-O-E5BB9BAA,141,38,New Haven,Enugu,Mark Ojo,2020-12-23,Verified
C-OF-O-837C580C,112,35,Trans-Ekulu,Enugu,Ruth Okafor,2023-07-07,Verified
C-OF-O-B0FD2547,184,47,Ikoyi,Lagos,Andrew Uche,2017-08-31,Verified
C-OF-O-2BF99FBD,137,27,Amawbia,Anambra,Victoria Eze,2021-12-12,Verified
C-OF-O-34F9FA48,117,48,Ikeja GRA,Lagos,Patience Okonkwo,2011-11-04,Verified
C-OF-O-48578F24,200,38,New Haven,Enugu,Faith Obasanjo,2016-08-25,Revoked
C-OF-O-A56F4A38,148,5,Surulere,Lagos,Mary Uche,2019-04-14,Verified
C-OF-O-0250A84D,144,16,Onitsha GRA,Anambra,Philip Uche,2011-10-14,Verified
C-OF-O-96C65488,154,29,Onitsha GRA,Anambra,Peace Abiola,2013-09-04,Verified
C-OF-O-9EBA413E,121,8,Victoria Island,Lagos,Elizabeth Chukwu,2014-10-26,Verified
C-OF-O-5536A0F5,140,2,New Haven,Enugu,Blessing Okonkwo,2019-01-27,Verified
C-OF-O-7938D0D9,26,44,New Haven,Enugu,Peter Ibrahim,2012-06-18,Verified
C-OF-O-F9B4B219,109,41,GRA,Enugu,Patience Adetokunbo,2016-12-27,Verified
C-OF-O-49F0F71B,110,30,Ikoyi,Lagos,Stephen Adeyemi,2018-04-09,Verified
C-OF-O-4852FE32,63,14,Enugu-Ukwu,Anambra,Comfort Akinwale,2016-11-07,Verified
C-OF-O-DCBFE5CF,82,3,Ikoyi,Lagos,Paul Obasanjo,2013-03-19,Verified
C-OF-O-60D8580E,172,5,Enugu-Ukwu,Anambra,James Ogunleye,2011-04-09,Verified
C-OF-O-E4F3F216,56,11,Enugu-Ukwu,Anambra,Agnes Adeyemi,2015-02-11,Verified
C-OF-O-B6F3C030,2,39,Uwani,Enugu,Stephen Olawale,2019-06-04,Verified
C-OF-O-8F1C5A40,38,17,Uwani,Enugu,Benjamin Eze,2021-04-09,Verified
C-OF-O-9EE83A6B,75,1,Ikoyi,Lagos,Michael Ekwueme,2021-05-08,Verified
C-OF-O-D33EC42B,145,25,Uwani,Enugu,Hope Obasanjo,2020-12-09,Verified
C-OF-O-F7DCC80C,3,27,Ikoyi,Lagos,Benjamin Balogun,2013-10-17,Verified
C-OF-O-9755B4BE,187,36,Nnewi,Anambra,Agnes Obi,2023-04-15,Verified
C-OF-O-6A5E572E,45,49,Ikeja GRA,Lagos,Simon Olawale,2015-12-08,Verified
C-OF-O-20A6FD02,35,4,Uwani,Enugu,John Eze,2011-09-29,Verified
C-OF-O-B41477FF,186,16,GRA,Enugu,Andrew Chukwu,2024-05-13,Verified
C-OF-O-BC04131C,74,17,Uwani,Enugu,Philip Chukwu,2011-12-21,Verified
C-OF-O-3CEE2F34,86,4,Enugu-Ukwu,Anambra,Hope Akinwale,2018-01-09,Verified
C-OF-O-99EA57C1,65,48,Ikeja GRA,Lagos,Joy Ojo,2012-07-30,Verified
C-OF-O-22B62917,32,33,Enugu-Ukwu,Anambra,Grace Okonkwo,2021-12-08,Verified
C-OF-O-40D75A55,154,43,Surulere,Lagos,Simon Okonkwo,2012-10-16,Verified
C-OF-O-2DEE0874,92,35,Onitsha GRA,Anambra,Comfort Okafor,2013-07-25,Verified
C-OF-O-F47609C9,61,33,Surulere,Lagos,Charity Oshodi,2018-04-12,Verified
C-OF-O-E9400C9C,37,5,New Haven,Enugu,Joshua Ojo,2013-08-27,Verified
C-OF-O-40B4B2E8,76,27,Onitsha GRA,Anambra,Juliet Olawale,2010-11-28,Verified
C-OF-O-1780AEC1,183,46,Uwani,Enugu,Benjamin Abiola,2012-03-21,Verified
C-OF-O-646736C5,80,40,Amawbia,Anambra,Stephen Ogunleye,2020-04-04,Verified
C-OF-O-C866C6E4,178,30,GRA,Enugu,Victoria Oyekan,2018-07-22,Verified
C-OF-O-8C0C36A9,5,10,Ikoyi,Lagos,Sarah Okonkwo,2013-08-17,Verified
C-OF-O-FAAA1FED,33,4,Surulere,Lagos,Paul Ibrahim,2018-09-07,Verified
C-OF-O-16168464,190,18,Victoria Island,Lagos,Paul Uche,2024-02-12,Verified
C-OF-O-59B080B5,56,39,Amawbia,Anambra,Agnes Eze,2011-07-20,Verified
C-OF-O-93B55CD3,92,42,GRA,Enugu,Mary Obi,2022-12-15,Verified
C-OF-O-D897973A,48,15,Victoria Island,Lagos,Michael Obasanjo,2022-02-06,Verified
C-OF-O-D54E3F9C,42,43,Ikeja GRA,Lagos,Hope Abiola,2016-04-20,Verified
C-OF-O-6F5328D1,167,38,GRA,Enugu,Gloria Abiola,2018-01-06,Verified
C-OF-O-1FBADC7F,31,26,Nnewi,Anambra,Emmanuel Eze,2021-09-15,Verified
C-OF-O-A1F962CD,104,39,Ikeja GRA,Lagos,James Adetokunbo,2019-03-02,Verified
C-OF-O-002D0370,133,4,Victoria Island,Lagos,Blessing Ibrahim,2014-12-11,Verified
C-OF-O-69DB3760,24,9,Ikeja GRA,Lagos,Angela Akinwale,2023-11-06,Verified
C-OF-O-07D92E78,198,44,Nnewi,Anambra,Peace Okafor,2019-12-15,Verified
C-OF-O-DCE109C6,51,22,Onitsha GRA,Anambra,Grace Oyekan,2019-05-06,Verified
C-OF-O-9C098312,67,27,Ikeja GRA,Lagos,Deborah Ibrahim,2012-04-07,Verified
C-OF-O-C28BFEC1,112,3,Uwani,Enugu,Patience Obi,2012-07-24,Verified
C-OF-O-5528248E,137,11,Enugu-Ukwu,Anambra,James Obi,2014-10-04,Verified
C-OF-O-D0E89677,185,49,Uwani,Enugu,Simon Okonkwo,2012-07-21,Verified
C-OF-O-44A90FFF,4,50,Amawbia,Anambra,Mary Olawale,2020-10-04,Verified
C-OF-O-BA911B8D,4,35,Ikeja GRA,Lagos,Grace Okonkwo,2013-09-11,Verified
C-OF-O-5CE818A1,136,14,Enugu-Ukwu,Anambra,Sarah Adetokunbo,2013-07-09,Verified
C-OF-O-4428CBD0,106,19,Surulere,Lagos,Daniel Akinwale,2021-11-26,Verified
C-OF-O-39C57F1F,37,45,Onitsha GRA,Anambra,Peter Ekwueme,2024-01-16,Verified
C-OF-O-F9D0673F,59,22,GRA,Enugu,Faith Obasanjo,2012-08-05,Verified
C-OF-O-114AE047,25,19,Surulere,Lagos,Blessing Akinwale,2016-01-14,Verified
C-OF-O-AEE54B12,122,22,Onitsha GRA,Anambra,Joy Ogunleye,2014-05-06,Verified
C-OF-O-D0B21EC8,51,24,GRA,Enugu,Mark Ogunleye,2022-07-12,Verified
C-OF-O-B4B4BF7A,188,29,Uwani,Enugu,Angela Obi,2021-03-02,Verified
C-OF-O-6826D35A,82,44,Onitsha GRA,Anambra,Mark Okafor,2022-07-09,Verified
C-OF-O-CB2E51B1,155,20,Nnewi,Anambra,Cornelius Uche,2022-10-31,Verified
C-OF-O-FE499E02,123,22,Nnewi,Anambra,Michael Balogun,2015-08-17,Verified
C-OF-O-563BEA2B,64,36,Nnewi,Anambra,Cornelius Abiola,2022-05-27,Verified
C-OF-O-88BA1FAC,87,32,Amawbia,Anambra,Agnes Olawale,2023-11-17,Verified
C-OF-O-8D5C6845,93,36,Trans-Ekulu,Enugu,Agnes Olawale,2018-09-25,Verified
C-OF-O-E011AFB1,82,47,Onitsha GRA,Anambra,Joy Okonkwo,2015-08-27,Verified
C-OF-O-15C9DEF0,196,42,Victoria Island,Lagos,Stephen Eze,2021-07-20,Verified
C-OF-O-C1A4843E,61,15,Ikeja GRA,Lagos,David Oyekan,2022-08-20,Verified
C-OF-O-020B8648,11,10,Enugu-Ukwu,Anambra,Paul Adeyemi,2016-02-05,Verified
C-OF-O-42506555,151,11,GRA,Enugu,Cornelius Obi,2015-11-26,Verified
C-OF-O-38290ABA,144,38,Ikeja GRA,Lagos,Emmanuel Olawale,2019-11-25,Verified
C-OF-O-E0ED4B57,138,14,Ikeja GRA,Lagos,Mary Ojo,2018-12-27,Verified
C-OF-O-562F1DCD,49,6,Trans-Ekulu,Enugu,Andrew Akinwale,2010-12-30,Verified
C-OF-O-F090BADB,120,27,Nnewi,Anambra,Esther Obasanjo,2023-10-22,Verified
C-OF-O-BD9BAA93,80,46,Onitsha GRA,Anambra,David Okafor,2014-06-21,Verified
C-OF-O-1F15CE19,31,19,Ikeja GRA,Lagos,Blessing Okafor,2019-04-14,Verified
C-OF-O-228CBC4B,50,41,Ikoyi,Lagos,Patience Ibrahim,2019-05-23,Verified
C-OF-O-56F51F41,181,40,Trans-Ekulu,Enugu,Andrew Eze,2022-08-22,Verified
C-OF-O-5F521007,138,30,Trans-Ekulu,Enugu,Hope Olawale,2016-08-17,Verified
C-OF-O-C9B30211,123,42,Ikoyi,Lagos,Comfort Oyekan,2017-10-29,Verified
C-OF-O-9DC5BA30,193,23,Surulere,Lagos,Emmanuel Obasanjo,2014-02-05,Verified
C-OF-O-891AF554,196,1,GRA,Enugu,Victoria Akinwale,2018-04-12,Verified
C-OF-O-ACB885B1,101,12,Ikeja GRA,Lagos,Deborah Ekwueme,2017-02-28,Verified
C-OF-O-A9C91E4B,53,6,Onitsha GRA,Anambra,Agnes Ibrahim,2022-07-04,Verified
C-OF-O-F135A279,66,37,Nnewi,Anambra,Samuel Balogun,2014-01-07,Verified
C-OF-O-1E0783C2,183,19,Nnewi,Anambra,Sarah Ojo,2010-11-26,Verified
C-OF-O-72F81119,129,7,Surulere,Lagos,Ruth Akinwale,2023-12-28,Verified
C-OF-O-A9F27AF1,132,35,Amawbia,Anambra,John Ekwueme,2018-07-02,Verified
C-OF-O-3799B4F4,96,4,New Haven,Enugu,Michael Ojo,2015-05-28,Verified
C-OF-O-BC2159C1,160,13,Uwani,Enugu,Joy Eze,2015-08-21,Verified
C-OF-O-D1FADB77,140,47,Amawbia,Anambra,Hope Balogun,2012-03-19,Verified
C-OF-O-4FFCF08E,60,10,Uwani,Enugu,Peace Ibrahim,2017-09-16,Verified
C-OF-O-D20CFD7A,183,33,Victoria Island,Lagos,Peace Ibrahim,2018-04-08,Verified
C-OF-O-CD164432,15,16,Enugu-Ukwu,Anambra,David Adetokunbo,2015-01-30,Verified
C-OF-O-E90C59FA,111,6,Ikeja GRA,Lagos,Patience Uche,2016-08-24,Verified
C-OF-O-3A40E622,52,7,Nnewi,Anambra,Juliet Ekwueme,2013-03-27,Verified
C-OF-O-E30524A6,63,40,Nnewi,Anambra,Sarah Nnamani,2012-05-14,Verified
C-OF-O-A4B76674,91,21,GRA,Enugu,Esther Ekwueme,2020-02-24,Verified
C-OF-O-C55DFC2E,76,40,Amawbia,Anambra,Juliet Nnamani,2014-11-05,Verified
C-OF-O-D9B1EA05,125,14,New Haven,Enugu,Mark Ekwueme,2014-12-30,Verified
C-OF-O-5770F294,115,5,Trans-Ekulu,Enugu,Peace Okonkwo,2014-03-14,Verified
C-OF-O-E144E867,135,25,Onitsha GRA,Anambra,John Oshodi,2012-05-22,Verified
C-OF-O-60580623,33,48,Trans-Ekulu,Enugu,Gloria Obasanjo,2017-01-22,Verified
C-OF-O-63237F66,145,3,Onitsha GRA,Anambra,John Uche,2011-01-22,Verified
C-OF-O-35BEB9FF,16,48,Amawbia,Anambra,David Ibrahim,2017-05-11,Verified
C-OF-O-43A5D173,35,11,Surulere,Lagos,Sarah Chukwu,2015-06-24,Verified
C-OF-O-23F39637,189,22,Uwani,Enugu,Juliet Okafor,2017-02-19,Verified
C-OF-O-72A52651,199,39,Victoria Island,Lagos,Comfort Eze,2015-03-26,Verified
C-OF-O-F961B773,143,17,Nnewi,Anambra,Peter Abiola,2012-08-24,Verified
C-OF-O-395454A6,193,13,GRA,Enugu,Gloria Obi,2023-08-28,Verified
C-OF-O-D275F085,100,14,Amawbia,Anambra,Andrew Ojo,2016-03-29,Verified
C-OF-O-B9459130,113,19,Trans-Ekulu,Enugu,Paul Nnamani,2010-11-11,Verified
C-OF-O-4217CB13,139,7,Amawbia,Anambra,Angela Eze,2011-09-06,Verified
C-OF-O-48EB32DB,37,6,Ikeja GRA,Lagos,James Okafor,2015-05-19,Verified
C-OF-O-91CF7EA2,54,46,Surulere,Lagos,Peter Eze,2018-06-11,Verified
C-OF-O-8A344550,45,41,Ikoyi,Lagos,Paul Uche,2017-02-23,Verified
C-OF-O-6F566A25,27,46,Surulere,Lagos,Peter Olawale,2022-06-25,Verified
C-OF-O-3CAA9632,179,11,Victoria Island,Lagos,Andrew Abiola,2019-10-25,Verified
C-OF-O-8E403DCE,46,4,New Haven,Enugu,Benjamin Uche,2017-02-01,Verified
C-OF-O-0C168E9B,133,44,Ikeja GRA,Lagos,Andrew Nnamani,2015-08-26,Verified
C-OF-O-C4DEA3BF,190,43,New Haven,Enugu,Philip Eze,2015-02-18,Verified
C-OF-O-65B5ADEF,104,10,Amawbia,Anambra,Samuel Eze,2021-06-01,Verified
C-OF-O-9218F18F,102,24,Nnewi,Anambra,Agnes Obasanjo,2018-08-23,Verified
C-OF-O-681D3BB9,18,27,Trans-Ekulu,Enugu,Paul Chukwu,2016-09-22,Verified
C-OF-O-FE172053,105,31,Ikoyi,Lagos,Faith Ogunleye,2018-08-24,Verified
C-OF-O-38A121D1,71,21,Uwani,Enugu,Benjamin Akinwale,2013-11-13,Verified
C-OF-O-33003C54,190,40,Enugu-Ukwu,Anambra,Gabriel Ogunleye,2012-11-16,Verified
C-OF-O-732C6D07,11,30,Ikeja GRA,Lagos,Cornelius Ekwueme,2014-05-20,Verified
C-OF-O-348E599B,166,8,Enugu-Ukwu,Anambra,Emmanuel Okonkwo,2012-10-26,Verified
C-OF-O-D3DBD2D5,184,43,Trans-Ekulu,Enugu,Cornelius Akinwale,2011-01-20,Verified
C-OF-O-A53631D4,164,42,Surulere,Lagos,Elizabeth Balogun,2014-01-20,Verified
C-OF-O-8C9B9040,14,37,Uwani,Enugu,Emmanuel Balogun,2022-07-30,Verified
C-OF-O-71ECF615,23,41,Uwani,Enugu,Mary Obasanjo,2010-10-22,Verified
C-OF-O-EB9C3ECF,199,47,Uwani,Enugu,Joy Ibrahim,2023-01-04,Verified
C-OF-O-B96D6C1C,26,50,Trans-Ekulu,Enugu,Paul Uche,2011-06-28,Verified
C-OF-O-FF25D3DE,145,36,Ikeja GRA,Lagos,Charity Adeyemi,2013-04-06,Verified
C-OF-O-8D0426D9,33,7,Nnewi,Anambra,Esther Oyekan,2021-05-27,Verified
C-OF-O-4E6FC159,97,35,Victoria Island,Lagos,Sarah Obi,2023-07-04,Verified
C-OF-O-0C3F3C34,136,2,Ikeja GRA,Lagos,Gabriel Obi,2014-04-08,Verified
C-OF-O-5FDF158D,174,30,New Haven,Enugu,Joy Okafor,2019-06-01,Verified
C-OF-O-942B1468,130,37,Enugu-Ukwu,Anambra,James Oshodi,2022-11-15,Verified
C-OF-O-A8931684,80,27,Uwani,Enugu,Deborah Okonkwo,2018-05-22,Verified
C-OF-O-69FE95B3,96,45,Nnewi,Anambra,Esther Obi,2023-11-23,Verified
C-OF-O-EB9EAF5C,33,16,Ikeja GRA,Lagos,Michael Olawale,2014-03-11,Verified
C-OF-O-7F5BF013,197,45,Nnewi,Anambra,Victoria Ibrahim,2022-04-24,Verified
C-OF-O-282FC7DA,23,21,Victoria Island,Lagos,John Balogun,2016-04-19,Verified
C-OF-O-17428B9B,68,33,Nnewi,Anambra,Angela Adeyemi,2017-06-28,Verified
C-OF-O-C935B5CD,59,47,Uwani,Enugu,Agnes Adetokunbo,2023-11-24,Verified
C-OF-O-E1353D20,182,25,Surulere,Lagos,Angela Oyekan,2015-06-11,Verified
C-OF-O-3C870CF8,155,41,Victoria Island,Lagos,Andrew Chukwu,2014-08-10,Verified
C-OF-O-2F846890,16,48,Ikoyi,Lagos,Peace Adetokunbo,2024-10-04,Verified
C-OF-O-36C819F8,143,45,Victoria Island,Lagos,Agnes Adetokunbo,2023-07-26,Verified
C-OF-O-B5F79D22,177,38,Trans-Ekulu,Enugu,Paul Oyekan,2018-12-11,Verified
C-OF-O-331B642B,166,35,Amawbia,Anambra,Joy Uche,2022-08-08,Verified
C-OF-O-AB3DDEF4,9,26,Ikoyi,Lagos,Gabriel Okafor,2021-07-12,Verified
C-OF-O-8ECA71AE,146,12,Uwani,Enugu,Agnes Obasanjo,2016-04-09,Verified
C-OF-O-6096639E,59,49,Enugu-Ukwu,Anambra,Mary Adeyemi,2020-08-12,Verified
C-OF-O-E0BDFB07,30,45,Trans-Ekulu,Enugu,Gloria Ekwueme,2022-04-30,Verified
C-OF-O-F3453F57,36,29,Amawbia,Anambra,Sarah Nnamani,2015-03-20,Verified
C-OF-O-375307EE,131,13,Onitsha GRA,Anambra,Benjamin Oshodi,2020-05-18,Verified
C-OF-O-607CE67E,151,37,Ikeja GRA,Lagos,Patience Ojo,2018-05-01,Verified
C-OF-O-97681039,22,33,Amawbia,Anambra,Deborah Oshodi,2019-08-31,Verified
C-OF-O-EFC8BA3B,9,28,GRA,Enugu,Esther Obasanjo,2012-06-07,Verified
C-OF-O-00F56A58,157,1,New Haven,Enugu,Hope Obasanjo,2015-07-07,Verified
C-OF-O-AA5943BB,48,5,Victoria Island,Lagos,Gabriel Uche,2019-03-12,Verified
C-OF-O-E49AF50E,156,6,Nnewi,Anambra,Blessing Ogunleye,2016-07-11,Verified
C-OF-O-1BCBB7C6,83,47,Uwani,Enugu,Cornelius Adeyemi,2015-08-27,Verified
C-OF-O-8E264C31,111,25,Victoria Island,Lagos,Hope Uche,2012-11-04,Verified
C-OF-O-D36A4392,26,42,GRA,Enugu,Charity Balogun,2018-06-26,Verified
C-OF-O-92F492DE,154,29,Amawbia,Anambra,Esther Obasanjo,2021-02-21,Verified
C-OF-O-46B4CA71,16,27,Uwani,Enugu,Peter Obasanjo,2022-04-11,Verified
C-OF-O-A9D3B0FE,85,46,Nnewi,Anambra,Nathaniel Adetokunbo,2014-06-19,Verified
C-OF-O-29A97FCD,82,7,New Haven,Enugu,Peace Obi,2023-04-07,Verified
C-OF-O-BFAABAAF,106,32,Enugu-Ukwu,Anambra,Angela Nnamani,2020-11-28,Verified
C-OF-O-49530A62,143,4,Enugu-Ukwu,Anambra,Sarah Oyekan,2015-05-21,Verified
C-OF-O-B0E29F31,64,27,Ikoyi,Lagos,David Okonkwo,2020-04-27,Verified
C-OF-O-4B8FF9A4,160,14,Uwani,Enugu,Paul Chukwu,2014-10-20,Verified
C-OF-O-D319D3C9,46,24,Trans-Ekulu,Enugu,Victoria Ibrahim,2012-10-04,Verified
C-OF-O-CE700D15,164,26,Nnewi,Anambra,Benjamin Obasanjo,2010-11-03,Verified
C-OF-O-6B7BF09E,25,38,Ikoyi,Lagos,Esther Obasanjo,2023-08-07,Verified
C-OF-O-9ABA5509,178,34,Ikoyi,Lagos,Samuel Olawale,2013-02-26,Verified
C-OF-O-644E2996,130,8,Onitsha GRA,Anambra,Daniel Obasanjo,2013-04-20,Verified
C-OF-O-23F3700E,183,8,Nnewi,Anambra,Angela Obi,2021-03-01,Verified
C-OF-O-23A9B546,148,1,Nnewi,Anambra,Daniel Nnamani,2021-09-14,Verified
C-OF-O-8BB93D63,169,5,Enugu-Ukwu,Anambra,Sarah Ogunleye,2023-08-14,Verified
C-OF-O-FEF521CE,170,32,Onitsha GRA,Anambra,Angela Ogunleye,2017-01-23,Verified
C-OF-O-B7D7A728,86,28,Nnewi,Anambra,Daniel Adeyemi,2023-10-12,Verified
C-OF-O-0D2BA535,47,9,New Haven,Enugu,Samuel Uche,2018-12-27,Verified
